date,periodic portfolio,periodic benchmark,periodic +/-,cumulative portfolio,cumulative benchmark,cumulative +/-
2023-03-17,-1.57,-1.53,-0.05,-8.8,-8.69,-0.11
2023-03-20,1.98,2.07,-0.08,-7.0,-6.8,-0.19
2023-03-21,3.46,3.33,0.13,-3.78,-3.7,-0.08
2023-03-22,-2.13,-2.13,0.01,-5.82,-5.75,-0.07
2023-03-23,-1.39,-1.34,-0.04,-7.13,-7.02,-0.11
2023-03-24,0.39,0.38,0.01,-6.77,-6.67,-0.1
2023-03-27,2.13,2.08,0.05,-4.78,-4.72,-0.06
2023-03-28,1.55,1.55,0.0,-3.31,-3.25,-0.06
2023-03-29,1.39,1.46,-0.07,-1.97,-1.84,-0.13
2023-03-30,0.44,0.36,0.08,-1.54,-1.48,-0.06
2023-03-31,0.69,0.72,-0.03,-0.86,-0.77,-0.09
2023-04-03,4.53,4.58,-0.05,3.63,3.77,-0.14
2023-04-04,-1.81,-1.81,-0.01,1.75,1.9,-0.15
2023-04-05,1.51,1.43,0.08,3.29,3.35,-0.07
2023-04-06,-1.52,-1.46,-0.06,1.72,1.85,-0.13
2023-04-07,0.0,0.0,0.0,1.72,1.85,-0.13
2023-04-10,0.8,0.82,-0.02,2.53,2.69,-0.15
2023-04-11,0.95,0.91,0.03,3.5,3.62,-0.12
2023-04-12,0.07,0.08,-0.01,3.57,3.71,-0.14
2023-04-13,0.62,0.61,0.01,4.22,4.35,-0.13
2023-04-14,0.18,0.21,-0.03,4.41,4.57,-0.16
2023-04-17,-1.18,-1.23,0.05,3.18,3.28,-0.1
2023-04-18,0.39,0.36,0.03,3.59,3.66,-0.07
2023-04-19,-0.35,-0.29,-0.05,3.23,3.35,-0.13
2023-04-20,-0.88,-0.87,-0.01,2.32,2.45,-0.13
2023-04-21,-0.58,-0.62,0.03,1.72,1.82,-0.1
